Gene,Metabolite,VECPAC r,VECPAC p,VECPAC n,DSS r,DSS p,DSS n,LPS r,LPS p,LPS n,Pooled r,Pooled p,Pooled n,Consistent,Sign,Pooled FDR
ENSMUSG00000044224-P,Aceturic acid,0.5,0.6666666666666666,3,,,0,0.8285714285714287,0.0415626822157433,6,0.9636363636363636,1.8520398640703128e-06,11,True,+,0.0256524522528137
ENSMUSG00000030216-P,Azelaic acid,0.5,0.6666666666666666,3,1.0,0.0,3,0.7826908981308054,0.065703848071589,6,0.9211923058649254,2.0949776212051888e-05,12,True,+,0.0790945835288666
ENSMUSG00000070348-P,Diethylamine,0.5,0.6666666666666666,3,1.0,0.0,3,0.8116794499134279,0.0498575851013403,6,0.8931712471313915,9.135974793210156e-05,12,True,+,0.0921979985331745
ENSMUSG00000020108-P,L-Tyrosine,-1.0,0.0,3,,,0,-0.9746794344808964,0.0048182304681985,5,-0.9240164263936984,0.00013295265816,10,True,-,0.09972873854766
ENSMUSG00000106032-P,"2-Cyclohexen-1-one, 3-methyl-6-(1-methylethyl)",0.8660254037844387,0.3333333333333332,3,1.0,0.0,3,0.8999999999999998,0.0373860734684987,5,0.9211793682944862,5.656473668483334e-05,11,True,+,0.0817523300890354
ENSMUSG00000035941-P,"1-Octanol, 2-butyl-",0.5,0.6666666666666666,3,0.5,0.6666666666666666,3,0.9710083124552245,0.0012485929031976,6,0.91930390462748,2.3506576120000405e-05,12,True,+,0.0790945835288666
ENSMUSG00000061718-P,3-Buten-2-one,-0.5,0.6666666666666666,3,-1.0,0.0,3,-0.8857142857142858,0.0188454810495626,6,-0.8951048951048951,8.366586429091719e-05,12,True,-,0.0901145716770324
ENSMUSG00000030879-P,"2,3-Butanediol, O-(trimethylsilyl)-, monoacetate",-1.0,0.0,3,-0.8660254037844387,0.3333333333333332,3,-0.8720815992723809,0.0538542177275421,5,-0.9178177876042186,6.792214905460497e-05,11,True,-,0.0817523300890354
ENSMUSG00000001964-P,"3,4-Methylenedioxyamphetamine",0.5,0.6666666666666666,3,,,0,1.0,0.0,4,0.9761904761904764,3.3143960262000996e-05,8,True,+,0.0790945835288666
ENSMUSG00000001964-P,3-Heptanol,0.5,0.6666666666666666,3,1.0,0.0,3,0.9856107606091624,0.0003090856678496,6,0.9036791441564668,5.5440365929176315e-05,12,True,+,0.0817523300890354
ENSMUSG00000050989-P,Benzophenone,,,0,0.5,0.6666666666666666,3,0.8285714285714287,0.0415626822157433,6,0.9181818181818184,6.661451941355567e-05,11,True,+,0.0817523300890354
ENSMUSG00000028441-P,Stearic acid,-0.8660254037844387,0.3333333333333332,3,-1.0,0.0,3,-1.0,0.0,4,-0.9483326481409008,2.9285883237761163e-05,10,True,-,0.0790945835288666
ENSMUSG00000062421-P,Xylazine,1.0,0.0,3,1.0,0.0,3,0.8285714285714287,0.0415626822157433,6,0.8881118881118882,0.0001141335981461,12,True,+,0.0921979985331745
ENSMUSG00000062937-P,Aceturic acid,0.5,0.6666666666666666,3,,,0,0.8857142857142858,0.0188454810495626,6,0.9090909090909092,0.0001055933763036,11,True,+,0.0921979985331745
ENSMUSG00000041438-P,"Naringenin 4',7-dimethylether",,,0,1.0,0.0,3,0.8720815992723809,0.0538542177275421,5,0.9700772721497396,6.548558831120661e-05,8,True,+,0.0817523300890354
ENSMUSG00000007892-P,Benzoic Acid,0.8660254037844387,0.3333333333333332,3,1.0,0.0,3,0.8804062740424288,0.0205987347749203,6,0.9347806145306724,8.32399344113102e-06,12,True,+,0.049951095498307
ENSMUSG00000030605-P,"2,4-Di-tert-butylphenol",-1.0,0.0,3,-1.0,0.0,3,,,0,-1.0,0.0,7,True,-,0.0
ENSMUSG00000034786-P,L-Tyrosine,1.0,0.0,3,,,0,0.9746794344808964,0.0048182304681985,5,0.9422535927041,4.53586982271117e-05,10,True,+,0.0793890615720022
ENSMUSG00000047371-P,"Phenol, 2,4-bis(1-methyl-1-phenylethyl)-",-1.0,0.0,3,-0.5,0.6666666666666666,3,-1.0,0.0,6,-0.9300699300699302,1.1702227928659685e-05,12,True,-,0.0546181984856976
ENSMUSG00000048175-P,"(2,5-Dimethoxyphenyl)acetone",-1.0,0.0,3,-1.0,0.0,3,-0.8857142857142858,0.0188454810495626,6,-0.8951048951048951,8.366586429091719e-05,12,True,-,0.0901145716770324
ENSMUSG00000031489-P,3-Buten-2-one,-0.8660254037844387,0.3333333333333332,3,-1.0,0.0,3,-0.942857142857143,0.004804664723032,6,-0.9366429442213184,7.224451497216634e-06,12,True,-,0.049951095498307
ENSMUSG00000031489-P,"6,7,4'-Trihydroxyisoflavone",-0.8660254037844387,0.3333333333333332,3,-1.0,0.0,3,-0.9276336570439176,0.0076658441874731,6,-0.8994834899608809,6.811721071076131e-05,12,True,-,0.0817523300890354
ENSMUSG00000024870-P,"2-Allyl-1,4-dimethoxybenzene",1.0,0.0,3,0.8660254037844387,0.3333333333333332,3,0.942857142857143,0.004804664723032,6,0.8896686147896997,0.0001067002478779,12,True,+,0.0921979985331745
ENSMUSG00000024870-P,Hexanoic acid,0.5,0.6666666666666666,3,1.0,0.0,3,0.9856107606091624,0.0003090856678496,6,0.9141870411815418,3.1685945855277265e-05,12,True,+,0.0790945835288666
ENSMUSG00000011831-P,"Benzoic acid, methyl ester",0.5,0.6666666666666666,3,0.5,0.6666666666666666,3,1.0,0.0,6,0.9020979020979022,5.997857446537692e-05,12,True,+,0.0817523300890354
ENSMUSG00000004085-P,m-Toluic acid,-1.0,0.0,3,-1.0,0.0,3,-0.753702346348183,0.0835232813732598,6,-0.8861659824480081,0.0001239888771426,12,True,-,0.0946959413318555
ENSMUSG00000039194-P,"L-Histidine, N,1-bis(tert-butyldimethylsilyl)-",0.5,0.6666666666666666,3,1.0,0.0,3,0.5797710356524484,0.227783956715016,6,0.8896686147896997,0.0001067002478779,12,True,+,0.0921979985331745
ENSMUSG00000031246-P,Azelaic acid,1.0,0.0,3,0.5,0.6666666666666666,3,0.5797710356524484,0.227783956715016,6,0.8861659824480081,0.0001239888771426,12,True,+,0.0946959413318555
ENSMUSG00000047141-P,Aceturic acid,0.5,0.6666666666666666,3,,,0,0.8857142857142858,0.0188454810495626,6,0.9090909090909092,0.0001055933763036,11,True,+,0.0921979985331745
ENSMUSG00000029438-P,Salsoline,-1.0,0.0,3,-1.0,0.0,3,-0.7999999999999999,0.2000000000000001,4,-0.9393939393939392,5.48405299851367e-05,10,True,-,0.0817523300890354
ENSMUSG00000026895-P,Hypoxanthine,1.0,0.0,3,0.5,0.6666666666666666,3,0.942857142857143,0.004804664723032,6,0.9300699300699302,1.1702227928659685e-05,12,True,+,0.0546181984856976
ENSMUSG00000105729-P,Heptylamine,,,0,1.0,0.0,3,0.8999999999999998,0.0373860734684987,5,0.9492889050691344,9.200022809995662e-05,9,True,+,0.0921979985331745
ENSMUSG00000044365-P,"2',5'-Dimethoxypropiophenone",1.0,0.0,3,0.5,0.6666666666666666,3,0.7714285714285715,0.0723965014577259,6,0.8881118881118882,0.0001141335981461,12,True,+,0.0921979985331745
