Gene,Metabolite,VECPAC r,VECPAC p,VECPAC n,DSS r,DSS p,DSS n,LPS r,LPS p,LPS n,Pooled r,Pooled p,Pooled n,Consistent,Sign,Pooled FDR
ENSMUSG00000027374-P,"5-Nonanol, tert-butyldimethylsilyl ether",-0.5,0.6666666666666666,3,-1.0,0.0,3,-0.8827348295047495,0.019820416588882,6,-0.738147342286825,0.0061231479691052,12,True,-,0.1942395426765197
ENSMUSG00000027374-P,Hexanoic acid,-1.0,0.0,3,-1.0,0.0,3,-0.4058397249567139,0.4246625075613642,6,-0.7937199666293951,0.0020562810113895,12,True,-,0.1580752229925569
ENSMUSG00000027374-P,Levulinic acid,-0.8660254037844387,0.3333333333333332,3,-1.0,0.0,3,-0.7061878636037996,0.1168066069474558,6,-0.7660345126550493,0.0036703420419439,12,True,-,0.1807162286962342
ENSMUSG00000027374-P,Myristic acid,-1.0,0.0,3,-0.5,0.6666666666666666,3,-0.5002164033860247,0.3122565813186084,6,-0.75572227900794,0.0044685407391966,12,True,-,0.187647860361951
ENSMUSG00000027374-P,N-Acetylaspartic acid,-0.5,0.6666666666666666,3,-1.0,0.0,3,-0.7,0.1881204043741873,5,-0.8063802242134231,0.0027148021408091,11,True,-,0.1671592623646865
ENSMUSG00000027374-P,Pentanedioic acid,-0.5,0.6666666666666666,3,,,0,-0.8116794499134279,0.0498575851013403,6,-0.8721552111064962,0.0004634842041488,11,True,-,0.1323664205186684
ENSMUSG00000042626-P,"3-(4,7-Dimethoxy-2H-1,3-benzodioxol-5-yl)-2-methylprop-2-enal",-0.5,0.6666666666666666,3,-0.5,0.6666666666666666,3,-0.8285714285714287,0.0415626822157433,6,-0.8021028062474065,0.0016965328946357,12,True,-,0.153410629426773
ENSMUSG00000028412-P,"2,4-Di-tert-butylphenol",1.0,0.0,3,0.5,0.6666666666666666,3,,,0,0.900937462695559,0.005620586715345,7,True,+,0.1927895024152963
ENSMUSG00000054484-P,"2,4-Di-tert-butylphenol",1.0,0.0,3,0.5,0.6666666666666666,3,,,0,0.900937462695559,0.005620586715345,7,True,+,0.1927895024152963
ENSMUSG00000054484-P,8-Methylnonanoic acid,1.0,0.0,3,0.5,0.6666666666666666,3,0.6667366910003157,0.1480897994403528,6,0.743864228171854,0.0055414636136485,12,True,+,0.1927895024152963
ENSMUSG00000024425-P,Allylescaline,-1.0,0.0,3,-0.5,0.6666666666666666,3,-0.7061878636037996,0.1168066069474558,6,-0.7752807427587043,0.0030512178781227,12,True,-,0.1760551462064087
ENSMUSG00000024425-P,Crotonic acid,1.0,0.0,3,1.0,0.0,3,0.151794185179729,0.7740575031656568,6,0.7605822404203186,0.0040775336332281,12,True,+,0.1836490426735514
ENSMUSG00000024425-P,Pentanoic acid,1.0,0.0,3,1.0,0.0,3,0.3142857142857143,0.5440932944606415,6,0.7670764828304892,0.0035961764453839,12,True,+,0.1807162286962342
ENSMUSG00000032216-P,"5-Ethyl-1,3-dioxane-5-methanol, tert-butyldimethylsilyl ether",-1.0,0.0,3,,,0,-1.0,0.0,4,-0.8666666666666667,0.0024953982859902,9,True,-,0.1653450698135826
ENSMUSG00000032216-P,N-Caffeoyl-O-methyltyramine,,,0,0.5,0.6666666666666666,3,0.6957252427829382,0.1247893374402869,6,0.8024353176576852,0.0052114617667064,10,True,+,0.1917726025547082
ENSMUSG00000025979-P,"Erythrono-1,4-lactone",-0.5,0.6666666666666666,3,-1.0,0.0,3,-0.7142857142857143,0.1107871720116617,6,-0.7526924697683337,0.0047262537284618,12,True,-,0.188355819808178
ENSMUSG00000051343-P,Lactic acid,1.0,0.0,3,,,0,0.753702346348183,0.0835232813732598,6,0.7671312851617349,0.0058609491945253,11,True,+,0.1927895024152963
ENSMUSG00000028991-P,"1-(2,5-Dimethoxyphenyl)-1-[(trimethylsilyl)oxy]propan-2-amine",0.5,0.6666666666666666,3,1.0,0.0,3,0.7826908981308054,0.065703848071589,6,0.7464973841162387,0.0052880195761919,12,True,+,0.1918816390457859
ENSMUSG00000028991-P,"2-Allyl-1,4-dimethoxybenzene",0.5,0.6666666666666666,3,0.8660254037844387,0.3333333333333332,3,0.942857142857143,0.004804664723032,6,0.7464973841162387,0.0052880195761919,12,True,+,0.1918816390457859
ENSMUSG00000028991-P,2-Pyrrolidone-5-carboxylic acid,1.0,0.0,3,0.8660254037844387,0.3333333333333332,3,0.942857142857143,0.004804664723032,6,0.7523728093483062,0.0047540845385396,12,True,+,0.188355819808178
ENSMUSG00000028991-P,4-Oxohexanoic acid,0.5,0.6666666666666666,3,0.5,0.6666666666666666,3,1.0,0.0,4,0.8181818181818182,0.0038149200825507,10,True,+,0.1810499853726381
ENSMUSG00000028991-P,8-Methylnonanoic acid,0.5,0.6666666666666666,3,0.5,0.6666666666666666,3,0.6377481392176932,0.1730711102412598,6,0.789478544050317,0.0022591594736003,12,True,+,0.1592819820427743
