node,BiBC
3-Hydroxypicolinic acid-F,0.6666666666666666
trans-Coniferryl alchool-F,0.9534881037822116
4-Pentenoic acid-F,7.257689338580468
Glycolic acid-F,76.82824977244363
Acetohydroxamic acid-F,58.8527523539003
5-Hydroxy-2-methylpyridine-F,1.8822410023627465
Argininosuccinic acid-F,0.3915123989949577
2-Hydroxy-3-methylbutyric acid-F,1060.8079327741384
"Hexadecanoic acid, tetradecyl ester-F",0.48198858947114814
Butyl caprylate-F,4.091476300989538
"1,7-Dimethyl-4-(1-methylethyl)cyclodecane-F",929.5299265658213
Arabinitol-F,0.0
"cis,cis,cis-1-Isobutyl-2,5-dimethylcyclohexane-F",0.0
phenoxyethanol-F,28.079710950389153
Ethanamine-F,0.0
1-Octadecanol-F,107.8817714860195
L-Asparagine-F,0.0
3-Amino-2-piperidone-F,9.473748915481133
L-Hydroxyproline-F,18.363707381851775
Niacinamide-F,76.08156644005538
Arabinose-F,63.76526622536575
Pyrrole-2-carboxylic acid-F,934.5461603723809
L-Norvaline-F,371.8574208073474
4-Hydroxybenzoic acid-F,63.2507118399699
"Thymidine, 5'-phosphate-F",121.23290856723837
L-Serine-F,599.0236965335787
Cytosine-F,831.7666058955689
L-(+)-Rhamnopyranose-F,458.3629502566325
L-Valine-F,266.1219346188553
N-Acetylglucosamine-F,133.88649933649478
"(4,4-Dimethyl-5-methylene-4,5-dihydro-3H-pyrrol-2-yl)-(4,4-dimethyl-5-methylene-pyrrolidin-2-ylidene)-acetonitrile-F",320.0954215754719
"D-(+)-Ribono-1,4-lactone-F",80.79704426023156
"2,6-Di-O-methyl-d-galactopyranose-F",5.361591511684407
"2-Pentenedioic acid, 2-hydroxy--F",92.73631092040105
Methylsuccinic acid-F,19.23110519033824
N-Acetyl-L-glutamic acid-F,2.651941729645714
Niacin-F,0.0
N-Methyl-alpha-aminoisobutyric acid-F,2.7117789038251363
4-Hydroxybenzaldehyde-F,260.58793735134395
9H-Purin-6-ol-F,19.171306689111688
Levulinic acid-F,541.9117472420028
N-Ethyldiethanolamine-F,10.321405557824196
Phloretic acid-F,0.4123113465461787
Thr-Leu-F,20.4659459881174
L-(+)-Lactic acid-F,2.0214428511095996
Pimelic acid-F,16.55008851951849
Xanthine-F,0.013333333333333334
Citric acid-F,4.351465788944148
Pentanoic acid-F,10.577200652033754
Phenol-F,156.93971851191085
Pyrogallol-F,17.69262094924275
"(2,2-Dimethyl-5-[2-(2-ethoxymethoxy)propyl][1,3]dioxolan-4-yl)methanol-F",20.28427927001481
D-Mannopyranose-F,39.26835489214095
alpha-D-(+)-Talopyranose-F,239.4202322356171
"Gulonic acid, gamma-lactone-F",0.0
Idoxuridine-F,0.029411764705882353
"1,3-Dioxane, 2,2-dimethyl-5-hydroxy--F",0.0
"2,3-Dihydroxy-2-methylpropanoic acid-F",0.7134199134199134
"1,5-Anhydroglucitol-F",0.40713671433485676
17-alpha-Hydroxypregnenolone-F,14.41493481821702
5-Hydroxymethyl-2-furoic acid-F,65.20809458701974
D-(+)-Glucosamine-F,826.5334695800091
Pantothenic acid-F,3.3068439256155315
"Methyl galactoside (1S,2S,3S,4R,5R)-F",332.6193987595513
Octadecyl octyl ether-F,51.2048368339796
11-Hydroxy-.DELTA.-9-tetrahydrocannabinol-F,0.0
2'-Deoxyribolactone-F,24.55979594150798
4-Hydroxybutanoic acid-F,0.0
11-Methyldodecanol-F,58.52242963661117
"Acetamide, N-(2-butyl)-N-methyl--F",23.393932996854907
D-(+)-Talofuranose-F,9.038596526822937
"Guanidine, N,N-dimethyl-F",110.87501937276087
"Hexadecanoic acid, 4-hydroxybutyl ester-F",3.4071266170484877
12-Oxooctadecanoate-F,0.0
5-Methyluridine-F,26.799721450675055
13-Docosenamide-F,40.097567554974624
Benzoic Acid-F,2.4416595139951585
1-Dodecanol-F,50.72504265831516
3-Deoxyhexitol-F,127.67865350703201
D-Arabinose-F,6.265664101250243
Undecanoic acid-F,42.18314225863796
1-Hexacosene-F,0.0
Ethyl glycolate-F,1.555147462833179
1-Hexanol-F,0.0
Cyclo(L-prolyl-L-valine)-F,1.5849151059423772
"D-Erythro-Pentitol, 2-deoxy--F",0.0
1-Methyl-4-hydroxy-1H-imidazol-2-amine-F,2.4921336473609634
d-Erythrotetrofuranose-F,17.57402320468854
"Dimethyl hexopyranosiduronate, alpha-D-F",32.864004717935686
"Inosose-2, myo-F",20.37777236336024
Ribitol-F,2.269692126893127
1-Monopalmitin-F,0.031746031746031744
Hexanedioic acid-F,0.6078211018248275
Pipecolic acid-F,1511.7023741862151
"2-Furanacetaldehyde, tetrahydro-alpha-F",0.005847953216374269
Isopropyl palmitate-F,0.0
1-Octanol-F,510.5245101092996
Tetrahydrolinalool-F,297.83931229118457
1-Tetradecanol-F,4.281328480671193
"2-Butenoic acid, 2-hydroxy--F",3.1915932830397145
"Cyclopenta[g]-2-benzopyran, 1,3,4,6,7,8-hexahydro-4,6,6,7,8,8-hexamethyl-F",28.782903282158024
Palmitic Acid-F,0.0
"2',2,3,6'-Tetramethoxychalcone-F",31.140936283715657
"beta-D-Galactopyranoside, methyl-, acetate-F",10.251171154362993
Dodecanamide-F,59.54259443553325
"2,3,4,5-Tetrahydroxypentanoic acid-1,4-lactone-F",0.3993600930773705
"2,3,4-Trihydroxybutyric acid-F",553.5817228731692
2-Ethylacetoacetate-F,576.6773430162815
"3-Hydroxy-2,3-dihydromaltol-F",91.0961665428325
"Erythrono-1,4-lactone-F",0.017699115044247787
Ribonic acid-F,102.28665975136215
"2,3-Butanediol-F",173.43596734052608
4-Pyridinol-F,1.2306612927302583
"2,5-Cyclohexadiene-1,4-dione, 2,6-bis(1,1-dimethylethyl)-F",180.27314217364494
"2,5-Di-tert-butyl-4-hydroxyphenol-F",245.90405901123864
3-Methyl-2-furoic acid-F,5.131777722154108
3-Undecene-F,9.756508945208143
"2,5-Dimethoxymandelic acid-F",415.55631007407675
alpha-D-Xylopyranose-F,4.327341653811778
l-Leucyl-l-valine-F,546.9606307792354
"2,5-Dimethoxyphenol-F",4.572261512194304
"2-Allyl-1,4-dimethoxybenzene-F",451.1903050685491
"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino-F",634.1348855211842
Syringaldehyde-F,350.5344599776859
L-Glutamic acid-F,0.022751684405819747
Syringic acid-F,16.10624849360205
3-Hexenedioic acid-F,40.97673874081034
2-Aminoadipic acid-F,120.16775560463279
"Pentanoic acid, 4-methyl-2-oxo--F",63.95854570618887
2-Aminobutanoic acid-F,304.89132508050614
4-Coumaric acid-F,656.4574746977738
Butyl Succinate-F,733.9723485591493
"2-Butenoic acid, 2-methyl-, 2-methyl-2-propenyl ester-F",2.868084861948959
Cyclohexanecarboxylic acid-F,2.4477210572605124
Methyl stearate-F,201.9026883465353
Myristic acid-F,82.1278698699904
Nonadecanoic acid-F,7.867132439038666
"Propanoic acid, 2-hydroxy-3-phosphate--F",0.0
Tetrahydrogeranyl formate-F,7.281228323707995
Glycerol tricaprylate-F,12.836102763031986
"Hexadecanoic acid, ethyl ester-F",471.74492602945577
Trisaminol-F,1125.737503770571
2'-Desoxyuridine-F,9.819239153311715
Thymidine-F,68.5690805673938
8-Hydroxy-5-(hydroxymethyl)quinoline-F,1.034837212308993
beta-D-(-)-Ribopyranose-F,2.5514089256099064
"Propanoic acid, 2-oxo-F",1541.6296550745103
Tricine-F,0.3817746795687971
2-Ethylhexanoic acid-F,31.427464178695736
Dehydroabietic acid-F,0.0
Oxalic acid-F,324.3192652973102
Serine-F,365.7654357049293
2-tert-Butyl-4-ethylphenol-F,183.69055747435445
6-Hydroxyhexanoic acid-F,202.63584669647992
Decanoic acid-F,2.9556757109295444
2-Hydroxy-5-methoxybenzaldehyde-F,0.11716735133826564
2-Palmitoylglycerol-F,0.6020286852037768
9-Octadecen-1-ol-F,0.0
2-Pentenedioic acid-F,4.947018662845551
4-Methoxyphenol-F,495.10791226062724
2-Piperidinone-F,14.33942311585204
5-Aminovaleric acid-F,0.0
Butanedioic acid-F,0.0
"Thymine, 1,3-dimethyl-6-hydroxymethyl-F",146.26845854164458
