2-Octanol-Feci,5.9082902501027024e-05,,6.602528415902421e-05,,,8.671316848159171e-05
2-Palmitoylglycerol-Feci,,,4.4698054493656187e-08,,,4.3071025123608185e-05
"2-Pentenedioic acid, 2-hydroxy--Feci",1.530841212515444e-06,3.2677213517781227e-06,1.478167612241706e-05,6.973314190749594e-06,3.042036384063328e-06,4.583419628296123e-06
2-Pentenedioic acid-Feci,,,,9.107782903386053e-06,,2.3773058557190056e-05
2-Piperidinone-Feci,,,,1.232366241193844e-05,,
"2-Propenoic acid, 2-hydroxy-3-(4-hydroxyphenyl)-Feci",1.6150478282736578e-06,2.931807560232722e-06,5.245461032053393e-06,1.816004922937347e-05,7.31820055108666e-06,
2-Pyrrolidinone-Feci,1.254923252195022e-05,1.3257876091019894e-05,1.2621640375920451e-05,2.144329071869341e-05,1.939805458292396e-05,1.3139300277277377e-05
2-tert-Butyl-4-ethylphenol -Feci,3.639191833267019e-05,3.14905036478822e-05,2.553707235007485e-05,2.6443296428767492e-05,,
3-(3-Hydroxyphenyl)propanoic acid-Feci,1.5770150150179934e-05,4.190080426421048e-05,6.345107672537229e-06,5.980927869482815e-07,5.2490809331960696e-05,2.0930048338659614e-05
"3,3,5-Trimethylcyclohexan-1-ol-Feci",,,,,,
"3,4,5-Trihydroxypentanoic acid-Feci",,1.536592651890115e-05,3.8898952913478864e-05,,4.4778905346350206e-05,8.784195921187054e-06
"3,4-Dihydrocoumarin, 4,4-dimethyl-6-dimethylamino-Feci",1.4128713087854016e-05,1.3670646908920618e-05,2.0205229072842665e-05,2.466747331644314e-05,2.5077891059761747e-05,4.0178073401525405e-05
"3,4-Dihydroxy-5-methyl-dihydrofuran-2-one-Feci",0.000472535,,,,,
"3,4-Dimethoxymandelic acid-Feci",5.356181458473537e-05,2.611088457072969e-05,3.68588820721443e-05,3.2150133015745745e-05,2.532296107365242e-05,1.1406293571200671e-05
"3,4-dimethyl-5-(3,4-methylenedioxy)phenyloxazolidine-Feci",3.8445826984084885e-05,,1.6450359872157634e-05,1.636421583195918e-05,1.954234271801049e-05,2.929367821373273e-05
"3,5-Dimethylphenol-Feci",6.602528415902421e-05,5.525347507631488e-05,,4.3071025123608185e-05,,
3-Amino-2-piperidone-Feci,1.4864586454833725e-05,,3.730631084829245e-06,1.887068240475639e-05,8.392569043058912e-06,
3-Aminoisobutyric acid-Feci,,,,,,
3-Buten-2-one-Feci,,,,,,
3-Deoxyhexitol-Feci,,8.837618555691014e-06,4.662089489572254e-06,5.393937924956675e-06,6.0356557680024845e-06,
"3-Ethyl-3-methyl-pyrrolidine-2,5-dione-Feci",1.4716248240761122e-05,1.3084543348858826e-05,1.8484160585226223e-05,1.0386845766700366e-05,2.6590830101793257e-05,1.4327388252791498e-05
3-Hexenedioic acid-Feci,1.8484160585226223e-05,1.2688530071147204e-05,5.9854742218891424e-06,3.809762550883029e-05,1.478167612241706e-05,1.887068240475639e-05
"3-Hydroxy-2,3-dihydromaltol-Feci",7.486126882586817e-06,1.0386845766700366e-05,4.989954409022189e-05,2.173879122112292e-05,8.671316848159171e-05,1.1761973782469904e-05
3-Hydroxybutyric acid-Feci,2.8126265711123824e-05,9.834354199581248e-06,1.5867786125519386e-05,3.0457762562984163e-05,1.0514066459711718e-05,1.536592651890115e-05
3-Hydroxyisovaleric acid-Feci,,2.0205229072842665e-05,3.272055131890429e-05,2.4883588265839864e-07,2.847141846008686e-05,
3-Methyl-2-furoic acid-Feci,2.037972573704721e-05,3.467651619542703e-05,4.190080426421048e-05,3.978726080323576e-05,2.360173208743259e-05,
3-Methyl-2-oxovaleric acid-Feci,,,,,,
3-Methylvaleric acid-Feci,,,9.268868110722535e-06,,2.5522233466767726e-06,
3-O-methyl-beta-D-Glucopyranose-Feci,3.809762550883029e-05,,,3.610404236468578e-05,1.9383192840030995e-06,
3-Oxo-1-cyclohexene-1-carboxylic acid -Feci,,,,0.000111831,0.000191891,
"3-Pentenoic acid, 4-methyl-Feci",,,,,,5.6505639569651595e-05
3-Pyridylcarbinol-Feci,7.932715454133417e-06,5.78660675571529e-06,2.1143605220811348e-05,1.7967467463707408e-05,2.1143605220811348e-05,1.816004922937347e-05
3-hydroxypalmitic acid-Feci,,,,,,
3-Undecene-Feci,1.5867786125519386e-05,1.1630028902558376e-05,9.980623081251986e-06,5.627939780306909e-06,1.777017388964433e-05,2.626123301650961e-05
pyrazole-Feci,1.1350290953525685e-05,2.2960613279423694e-06,,2.360173208743259e-05,,7.55108067730924e-05
4-hydroxy-3-penten-2-one-Feci,3.101308615054718e-05,,,,3.2150133015745745e-05,
4-Aminobenzoic acid-Feci,6.0356557680024845e-06,4.3289659680156704e-05,,3.668528476094923e-05,2.541312102594124e-05,
4-Coumaric acid-Feci,1.0514066459711718e-05,8.49036634763833e-06,2.3773058557190056e-05,4.305619201828444e-06,0.000101636,
4-Hydroxy-5-(hydroxymethyl)oxolan-2-one-Feci,1.6450359872157634e-05,1.3777551865963964e-05,2.483893487771108e-05,1.2128426444807096e-05,2.3773058557190056e-05,2.406484066950307e-05
4-Hydroxybenzaldehyde-Feci,9.425500260985755e-06,9.486867271749878e-06,1.2072245970380529e-05,3.7169703533636976e-05,1.5087445303643446e-05,1.1009017472615811e-05
4-Hydroxybenzeneacetic acid-Feci,5.120879916819872e-06,1.630278901584779e-05,9.425500260985755e-06,2.0930048338659614e-05,2.1643036174431583e-05,1.6450359872157634e-05
4-Hydroxybenzoic acid-Feci,2.3783645125629813e-06,1.1350290953525685e-05,7.817249984686151e-06,3.8898952913478864e-05,7.932715454133417e-06,1.1630028902558376e-05
4-Hydroxybutanoic acid-Feci,,,,,,
4-Hydroxyphenyllactic acid-Feci,3.2677213517781227e-06,,2.611088457072969e-05,1.1823612346456874e-06,8.355607329454319e-07,
4-Methoxyphenol-Feci,2.541312102594124e-05,2.532296107365242e-05,2.735531444564817e-05,2.8667740313560863e-05,2.4323677545534385e-05,2.4323677545534385e-05
4-Methyl-5-thiazoleethanol-Feci,1.3139300277277377e-05,2.3773058557190056e-05,1.2016705068176969e-05,1.7390712391228288e-05,1.4327388252791498e-05,1.3670646908920618e-05
4-Methylvaleric acid-Feci,2.553707235007485e-05,2.5077891059761747e-05,8.392569043058912e-06,1.5023138006759788e-05,9.834354199581248e-06,2.144329071869341e-05
"4-Nonanone, 2,6,8-trimethyl-Feci",,,3.375311155399184e-05,2.024810516425435e-05,,
4-Pyridinol-Feci,1.954234271801049e-05,9.268868110722535e-06,8.280633464815508e-06,2.735531444564817e-05,1.514970413027093e-05,2.360173208743259e-05
4-Pyrimidinamine-Feci,,,,,,4.1436507173324335e-05
4-hydroxycyclohexylacetate-Feci,3.863825895123967e-07,,5.508355273131858e-06,5.525347507631488e-05,,
"5,10-Diethoxy-2,3,7,8-tetrahydro-1H,6H-dipyrrolo[1,2-a:1',2'-d]pyrazine-Feci",,,1.0643475286929393e-05,,2.3783645125629813e-06,
"5,8,11-Eicosatrienoic acid-Feci",1.536592651890115e-05,2.1143605220811348e-05,,3.50469864040057e-05,3.0624966559567074e-05,9.834354199581248e-06
5alpha-Ergost-8(14)-ene-Feci,,0.000472535,,,,
5-Amino-1-pentanol-Feci,,,,,,
5-Aminovaleric acid-Feci,6.7727348997407e-06,,1.1823612346456874e-06,,4.463384885273438e-06,2.6787585419746015e-05
"5-Androsten-17alpha-methyl-3beta,17beta-diol-Feci",,1.4327388252791498e-05,,,6.0345631302352746e-05,1.2621640375920451e-05
5-Henicosylresorcinol-Feci,,,,,,
5-Hydroxy-2-methylpyridine-Feci,0.000191891,,,,,
5-Hydroxymethyl-2-furoic acid-Feci,,,3.0457762562984163e-05,2.8126265711123824e-05,,
5-Methyluridine-Feci,,,5.393937924956675e-06,5.383517191631775e-05,2.144398281291842e-06,
5-Oxohexanoic Acid-Feci,7.55108067730924e-05,,3.467651619542703e-05,,1.8954218216158324e-05,5.9854742218891424e-06
5-hydroxy-n-valeric acid-Feci,,,,,,
6-Hydroxyhexanoic acid-Feci,,4.9066704346016666e-05,,2.2395648107797876e-05,2.7137523246680702e-05,
"7,9-Di-tert-butyl-1-oxaspiro(4,5)deca-6,9-diene-2,8-dione-Feci",1.6855473654435217e-05,1.603110529073754e-05,1.7390712391228288e-05,1.5770150150179934e-05,1.7005674772614e-05,4.3289659680156704e-05
8-Hydroxy-5-(hydroxymethyl)quinoline-Feci,9.746818746062618e-07,9.075507640204865e-06,7.55108067730924e-05,4.149837448191821e-06,,7.31820055108666e-06
8-Hydroxyquinoline-2-carbaldehyde-Feci,,,,,,
"9,12-Octadecadienoic acid-Feci",,,,,,
9H-Purin-6-ol-Feci,5.401630854028379e-07,1.9383192840030995e-06,2.144398281291842e-06,3.0624966559567074e-05,2.4840393181237777e-06,
9-Octadecen-1-ol-Feci,1.4421832935193043e-05,2.4323677545534385e-05,1.676694893462815e-05,3.863825895123967e-07,6.684098568706045e-06,
9-Octadecenamide-Feci,2.2395648107797876e-05,3.534753816188769e-06,2.5522233466767726e-06,,2.7857133842763493e-06,0.000191891
9-Octadecenenitrile-Feci,0.000153895,,,,,
9-Octadecenoic acid-Feci,1.2688530071147204e-05,2.553707235007485e-05,4.3071025123608185e-05,1.3777551865963964e-05,1.8383402216274176e-05,1.954234271801049e-05
"Acetamide, N-(2-butyl)-N-methyl--Feci",2.611088457072969e-05,1.6450359872157634e-05,1.8954218216158324e-05,8.280633464815508e-06,2.00157898413748e-05,3.0624966559567074e-05
"acetic acid, [(2-hydrloxyethyl)thio]--Feci",0.000136104,0.000191891,,,,
"Acetin, 1,3-dihydroxy-Feci",,,,,0.000248232,
Acetoacetic acid-Feci,1.717122286859092e-05,,4.9066704346016666e-05,2.283836865138379e-05,4.3071025123608185e-05,
Aconitic acid-Feci,,,2.173879122112292e-05,,1.7967467463707408e-05,5.78660675571529e-06
alpha-D-(+)-Talopyranose-Feci,2.1643036174431583e-05,4.745906300508213e-05,4.117024359805238e-05,2.626123301650961e-05,4.236009775902211e-05,1.2072245970380529e-05
"alpha-D-Glucopyranoside, methyl 2-(acetylamino)-2-deoxy-3-hydroxy-, cyclic methylboronate-Feci",,,,,,6.854197017084353e-05
alpha-D-Mannopyranose-Feci,1.9383192840030995e-06,,4.0908209672588064e-05,,6.7727348997407e-06,
alpha-D-Xylopyranose-Feci,,5.6505639569651595e-05,8.784195921187054e-06,,,
alpha-Ketoisovaleric acid-Feci,,,3.1952970029292075e-05,2.7137523246680702e-05,8.736115967055024e-06,5.356181458473537e-05
alpha-L-(-)-Fucopyranose-Feci,2.763049861118689e-05,,4.4778905346350206e-05,1.805522489530305e-05,2.8126265711123824e-05,
"alpha-L-Galactofuranose, 6-deoxy--Feci",,,,,,9.268868110722535e-06
alpha-Linolenic acid-Feci,1.3393244608750065e-05,1.657876497583457e-05,,2.931807560232722e-06,,
alpha-Tocopheryl acetate-Feci,,0.000101636,,,,7.832566589464594e-05
Anthranilic acid-Feci,3.5632149126455806e-05,2.735531444564817e-05,3.668528476094923e-05,2.1932952715233096e-05,3.5360932439532874e-05,5.525347507631488e-05
Arabinitol-Feci,8.671316848159171e-05,6.602528415902421e-05,5.525347507631488e-05,5.729262896742512e-05,5.729262896742512e-05,1.4716248240761122e-05
"Arabinofuranose, 1,2,3,5-tetrakis-Feci",6.973314190749594e-06,2.406484066950307e-05,2.1289514608228615e-05,2.553707235007485e-05,2.891541583068076e-05,6.684098568706045e-06
"Arabino-Hexonic acid, 2-deoxy-, gamma-lactone-Feci",2.41512614558997e-05,2.4535257256643036e-05,4.1436507173324335e-05,1.3670646908920618e-05,4.7146102173695454e-05,2.2140108627121924e-05
Arabinose-Feci,,3.8445826984084885e-05,8.671316848159171e-05,1.4544582915854817e-06,5.383517191631775e-05,
Arachidic acid-Feci,2.144329071869341e-05,1.954234271801049e-05,2.4944204315232956e-05,1.4716248240761122e-05,1.9511628227902815e-05,2.6590830101793257e-05
Azelaic acid-Feci,,3.12718259383932e-05,,,,6.228605896149338e-05
"Azetidine, 1-acetyl-2-methyl-Feci",2.466747331644314e-05,1.0732063138688447e-05,1.0732063138688447e-05,1.1630028902558376e-05,2.6443296428767492e-05,2.541312102594124e-05
Behenic acid-Feci,,,,,,
"Benzaldehyde, 2,5-dimethoxy-Feci",2.483893487771108e-05,8.913241763224507e-06,2.952892746175719e-05,2.41512614558997e-05,3.50469864040057e-05,3.668528476094923e-05
Benzeneacetic acid-Feci,0.000218409,,,,,
"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-, methyl ester-Feci",3.50469864040057e-05,3.11542014918176e-05,2.9092428362042667e-05,1.5087445303643446e-05,1.9730405206250328e-05,3.12718259383932e-05
Benzoic Acid-Feci,1.2386128150036162e-05,1.2265130421583652e-05,2.00157898413748e-05,1.1917979989316106e-05,1.64960083791884e-05,5.2490809331960696e-05
beta-Alanine-Feci,1.1917979989316106e-05,,2.466747331644314e-05,5.9082902501027024e-05,,
beta-Arabinopyranose-Feci,,,4.4805775722918025e-08,,8.608358890077261e-06,1.3084543348858826e-05
beta-D-(-)-Ribopyranose-Feci,1.1108658858579164e-05,1.805522489530305e-05,,3.101308615054718e-05,,1.6855473654435217e-05
"beta-D-Galactopyranoside, methyl-, acetate-Feci",3.4018174026168576e-05,4.236009775902211e-05,6.228605896149338e-05,3.467651619542703e-05,3.956451497395668e-05,4.463384885273438e-06
"beta-d-Glucopyranose, 2-(acetylamino)-3,6-anhydro-2-deoxy-Feci",6.238935363090239e-06,7.697062205434122e-06,6.0356557680024845e-06,1.6450359872157634e-05,3.610404236468578e-05,2.83600203602203e-05
Butanedioic acid-Feci,9.075507640204865e-06,1.254923252195022e-05,1.7005674772614e-05,4.662089489572254e-06,5.9854742218891424e-06,8.392569043058912e-06
"Butanoic acid, 3,4-dihydroxy--Feci",,4.149837448191821e-06,0.000472535,,,3.272055131890429e-05
Butyl Succinate-Feci,1.1009017472615811e-05,9.901359718928036e-06,7.486126882586817e-06,1.1009017472615811e-05,1.2128426444807096e-05,1.9511628227902815e-05
Cadaverine-Feci,,,,,,
Caffeic acid-Feci,,,,,,
Campesterol-Feci,4.9066704346016666e-05,,8.736115967055024e-06,7.486126882586817e-06,3.4018174026168576e-05,1.8743380129594983e-05
Cholesterol-Feci,5.9854742218891424e-06,1.64960083791884e-05,1.2851666336797695e-06,3.3132118020880145e-06,3.916438176610061e-06,2.4944204315232956e-05
Cinnamic acid-Feci,,,,4.400464789217944e-05,,
"cis,cis,cis-1-Isobutyl-2,5-dimethylcyclohexane-Feci",,7.439637344532582e-05,,,,
"cis-4,5-Dihydroxy-o-dithiane-Feci",1.0643475286929393e-05,1.8277450190145645e-05,1.616923836971354e-05,1.5680182502759232e-05,1.8484160585226223e-05,1.478167612241706e-05
Citric acid-Feci,2.0930048338659614e-05,,1.2386128150036162e-05,1.0643475286929393e-05,1.3139300277277377e-05,
