Gene,Metabolite,VECPAC r,LPS r,DSS r,Pooled Data r,Pooled P-value,Consistent,Sign
"(2,5-Dimethoxyphenyl)acetone","(2R)-Pyrrolidine-1,2-dicarboxylic acid, bis(tert-butyldimethylsilyl) ester",0.5,0.6087595874350709,-0.15389675281277312,0.5126794736756681,0.060849189499381624,False,
"(2,5-Dimethoxyphenyl)acetone",(4-Fluorophenyl)phenylmethanol,,,,,,False,
"(2,5-Dimethoxyphenyl)acetone","(9H-fluoren-9-yl)methanol, O-methoxycarbonyl-",-0.5,-0.7826908981308054,-0.3,-0.11025365025283186,0.7074992167971077,True,-
"(2,5-Dimethoxyphenyl)acetone","3,4,5-Trimethoxyamphetamine",,-0.7142857142857143,0.39999999999999997,-0.349862258953168,0.2412589772757279,False,
"(2,5-Dimethoxyphenyl)acetone",Oxypeucedanin,,,,,,False,
"(2,5-Dimethoxyphenyl)acetone","1-(1-Hydroxybutyl)-2,5-dimethoxybenzene ",,0.7999999999999999,0.7999999999999999,0.1580554413568168,0.6627622972444477,True,+
"(2,5-Dimethoxyphenyl)acetone","1-(2,4-Dimethoxyphenyl)-propan-2-one",-0.5,-0.11180339887498947,-0.09999999999999999,-0.35132237083104983,0.23916557204009578,True,-
"(2,5-Dimethoxyphenyl)acetone","1-(2,5-Dimethoxyphenyl)-1-[(trimethylsilyl)oxy]propan-2-amine",0.5,-0.49280538030458115,0.49999999999999994,0.17699288309332584,0.5449706576826086,False,
"(2,5-Dimethoxyphenyl)acetone","1-(4-Methoxyphenyl)-4,6-dimethyl-2(1H)-pyrimidinone",,0.08571428571428573,-0.7999999999999999,0.03856749311294765,0.9004520331933505,False,
"(2,5-Dimethoxyphenyl)acetone",1-(Cyclohexylmethyl)-4-piperidinylamine,,-0.09999999999999999,0.5,0.13373921960961418,0.7126222235089889,False,
"(2,5-Dimethoxyphenyl)acetone",1-(tert-Butyldimethylsilyl)-4-methyl-1H-pyrazole,0.5,0.09107651110783746,0.7999999999999999,0.5554446611797638,0.039199503218076845,True,+
"(2,5-Dimethoxyphenyl)acetone","1,2,4-Butanetriol, (S)",,,,,,False,
"(2,5-Dimethoxyphenyl)acetone","1,2-Benzenedicarboxylic acid, butyl octyl ester",,,,,,False,
"(2,5-Dimethoxyphenyl)acetone","1,2-Bis(trimethylsiloxy)cyclohexene",,,,0.5,0.6666666666666666,False,
"(2,5-Dimethoxyphenyl)acetone","1,2-Cinnolinedicarboxylic acid, 1,2,3,5,6,7,8,8a-octahydro-4-trimethylsilyloxy-, diethyl ester",,,-0.5,-0.19999999999999998,0.8,False,
"(2,5-Dimethoxyphenyl)acetone","1,2-Cyclohexanediol, (Z)",,-0.1449427589131121,0.6668859288553501,0.6283091444475025,0.021461209133720256,False,
"(2,5-Dimethoxyphenyl)acetone","1,3-Butanediamine",,,,,,False,
"(2,5-Dimethoxyphenyl)acetone","1,3-Oxazolidine, 2,5-diphenyl-4-methyl-, trans-",1.0,0.08827348295047495,0.10259783520851541,-0.07103433029443741,0.8093152287266063,False,
"(2,5-Dimethoxyphenyl)acetone","1,3-Propanediol",,,,,,False,
"(2,5-Dimethoxyphenyl)acetone",10-Undecynoic acid,,,,,,False,
"(2,5-Dimethoxyphenyl)acetone","13-Docosenamide, (Z)",,0.5,,0.5,0.6666666666666666,False,
"(2,5-Dimethoxyphenyl)acetone",1-Butanol,,,-0.5,0.20909090909090908,0.6527444269181034,False,
"(2,5-Dimethoxyphenyl)acetone","1-Heptanol, 2-propyl-",,0.057977103565244846,,0.057977103565244846,0.9131317851623264,False,
"(2,5-Dimethoxyphenyl)acetone",1-Hexacosanol,,,,,,False,
"(2,5-Dimethoxyphenyl)acetone",1-Octadecanol,,0.49999999999999994,1.0,0.7196715715299219,0.02881918460143582,True,+
"(2,5-Dimethoxyphenyl)acetone","1-Octanol, 2-butyl-",1.0,0.5590653920196746,0.8999999999999998,-0.08167790320600635,0.781334194356834,False,
"(2,5-Dimethoxyphenyl)acetone","1-Pentene, 1,3-diphenyl-1-(trimethylsilyloxy)-",,,,0.9486832980505139,0.05131670194948613,False,
"(2,5-Dimethoxyphenyl)acetone","2(1H)-Quinolinone, 3-[3-(4-methoxyphenyl)-1-oxo-2-propen-1-yl]-4-phenyl",,,,,,False,
"(2,5-Dimethoxyphenyl)acetone","2(5H)-Furanone, 4-(hydroxymethyl)",0.5,0.2898855178262242,-0.20519567041703082,0.5545758607717443,0.039572607360146894,False,
"(2,5-Dimethoxyphenyl)acetone","2-(Ethylamino)ethanol, N-acetyl",0.0,-0.5161002296110789,0.3354101966249684,-0.04277550977806633,0.8845577082533291,False,
"(2,5-Dimethoxyphenyl)acetone",2-(Methylamino)ethanol,1.0,-0.1449427589131121,0.19999999999999998,0.0575226870053309,0.845139622707806,False,
"(2,5-Dimethoxyphenyl)acetone","2,2'-Bipyridine",-0.5,0.11595420713048969,0.6668859288553501,0.4933528242002894,0.07302040972393888,False,
"(2,5-Dimethoxyphenyl)acetone","2,3-Butanediol, O-(trimethylsilyl)-, monoacetate",-1.0,0.6668859288553501,-0.6668859288553501,0.28872567561356505,0.3387123182511596,False,
"(2,5-Dimethoxyphenyl)acetone","2,3-Dihydroxybutanoic acid",,-0.39999999999999997,-0.316227766016838,-0.3292744139923163,0.3528578492857881,True,-
"(2,5-Dimethoxyphenyl)acetone","2',3'-Di-O-acetyladenosine",,0.5,,0.7636363636363637,0.0457167900231252,False,
"(2,5-Dimethoxyphenyl)acetone","2,4,4'-Trihydroxybenzophenone",-0.5,0.7714285714285715,0.8207826816681233,0.12168260712666151,0.678587286483416,False,
"(2,5-Dimethoxyphenyl)acetone","2,4,6-Cycloheptatrien-1-one",-0.5,-0.5,-0.5,-0.3,0.43284532670948234,True,-
"(2,5-Dimethoxyphenyl)acetone","2,4-Dihydroxyacetophenone",,,,,,False,
"(2,5-Dimethoxyphenyl)acetone","2,4-Dimethoxybenzaldoxime",,,,0.5,0.6666666666666666,False,
"(2,5-Dimethoxyphenyl)acetone","2,4-Di-tert-butylphenol",-1.0,,0.6,-0.01680731613632036,0.9657684758679854,False,
"(2,5-Dimethoxyphenyl)acetone","2,4-Imidazolidinedione, 5,5-dimethyl",-1.0,-0.2898855178262242,0.7,-0.28145763942610297,0.3296432564058399,False,
"(2,5-Dimethoxyphenyl)acetone","2,5-Bis((tert-butyldimethylsilyl)oxy)-4,4-dimethyl-4H-imidazole",,-0.2571428571428572,0.19999999999999998,-0.08391608391608392,0.7954145018538978,False,
"(2,5-Dimethoxyphenyl)acetone","2,5-Dimethoxybenzhydrazide",,0.5428571428571429,-0.3,0.30716253443526176,0.307323735390691,False,
"(2,5-Dimethoxyphenyl)acetone","2,5-Dimethoxybenzonitrile",1.0,0.4285714285714286,-0.09999999999999999,0.30871022070792925,0.28286514829505566,False,
"(2,5-Dimethoxyphenyl)acetone","2,5-Dimethoxyphenol",1.0,0.6,-0.09999999999999999,0.24779735682819387,0.3930117538254758,False,
"(2,5-Dimethoxyphenyl)acetone","2',5'-Dimethoxypropiophenone",0.5,0.14285714285714288,-0.3,0.14537444933920707,0.619981928264064,False,
"(2,5-Dimethoxyphenyl)acetone","2,6-di-tert-Butyl-4-(dimethylaminomethyl)phenol",-0.5,-0.39999999999999997,-0.5,-0.3109756097560976,0.3817966906092799,True,-
"(2,5-Dimethoxyphenyl)acetone","2-Allyl-1,4-dimethoxybenzene",-1.0,-0.4285714285714286,0.15811388300841897,0.10840814089466208,0.7122035322818783,False,
"(2,5-Dimethoxyphenyl)acetone",2-Amino-4-methylbenzophenone,1.0,0.7,-0.7999999999999999,0.13204964349137507,0.6671737125899858,False,
"(2,5-Dimethoxyphenyl)acetone",2-Aminoquinolin-8-ol,,,,-0.5,0.6666666666666666,False,
"(2,5-Dimethoxyphenyl)acetone",2-Butanol,,,,,,False,
"(2,5-Dimethoxyphenyl)acetone",2-Buten-1-ol,,,0.5,0.14285714285714288,0.7599453002180928,False,
"(2,5-Dimethoxyphenyl)acetone","2-Butene-1,4-diol",,0.19999999999999998,,-0.1449427589131121,0.7841083696021083,False,
"(2,5-Dimethoxyphenyl)acetone",2-Butenedioic acid,,0.14285714285714288,-0.7,-0.16391184573002754,0.5925905396195302,False,
"(2,5-Dimethoxyphenyl)acetone","2-Butenoic acid, 3-[(tert-butyldimethylsilyl)oxy]",-0.8660254037844387,0.08571428571428573,-0.41039134083406165,-0.4496192956961172,0.10674467191477145,False,
"(2,5-Dimethoxyphenyl)acetone",2-Butoxyethanol,-0.5,0.7142857142857143,0.8999999999999998,0.601984930380462,0.02273680800427717,False,
"(2,5-Dimethoxyphenyl)acetone",2-Cyanobenzaldehyde,,0.49999999999999994,,0.7142857142857143,0.11078717201166179,False,
"(2,5-Dimethoxyphenyl)acetone","2-Cyclohexen-1-one, 3-methyl-6-(1-methylethyl)",-0.5,-0.09999999999999999,-0.6,-0.016506205436421884,0.9573175528802488,True,-
"(2,5-Dimethoxyphenyl)acetone","2-Cyclohexen-1-one, 3-methyl-",-0.5,0.3714285714285715,0.0,-0.20264317180616742,0.4871857322068409,False,
"(2,5-Dimethoxyphenyl)acetone",2-Decanol,,0.09999999999999999,0.8207826816681233,0.39367858255297333,0.20545583567560885,True,+
"(2,5-Dimethoxyphenyl)acetone",2-Ethyl-1-butanol,,0.5,1.0,0.4928053803045812,0.32063258286582746,True,+
"(2,5-Dimethoxyphenyl)acetone",2-Ethylhexanoic acid,-1.0,-0.2898855178262242,-0.11180339887498947,-0.44920940070119214,0.10710380312783707,True,-
"(2,5-Dimethoxyphenyl)acetone",2-Ethylhexanol,,,,,,False,
"(2,5-Dimethoxyphenyl)acetone","2-Furancarbodithioic acid, methyl ester",,,,,,False,
"(2,5-Dimethoxyphenyl)acetone",2-Furoic acid,0.5,-0.6000000000000001,0.8999999999999998,0.6385964912280703,0.02541455782373454,False,
"(2,5-Dimethoxyphenyl)acetone",2-Hexanol,-1.0,0.316227766016838,-0.7999999999999999,-0.09824621881515054,0.7613069111155328,False,
"(2,5-Dimethoxyphenyl)acetone","2'-Hydroxy-2,4,4',5-tetramethoxychalcone",0.8660254037844387,0.46381682852195877,0.7999999999999999,0.7958609678744926,0.0011372890473652047,True,+
"(2,5-Dimethoxyphenyl)acetone","2-Hydroxy-2',4',6'-trimethoxychalcone",,,,,,False,
"(2,5-Dimethoxyphenyl)acetone",2-Hydroxy-3-methylbutyric acid,,0.08571428571428573,0.8999999999999998,0.5724143376119951,0.04091337493597934,True,+
"(2,5-Dimethoxyphenyl)acetone","2-Hydroxymethyl-17alpha-methylandrosta-1,4-diene-11alpha,17beta-diol-3-one",,,,,,False,
"(2,5-Dimethoxyphenyl)acetone",2-Isopropyl-5-methyl-1-heptanol,,,,-1.0,0.0,False,
